source;text;person;sentiment
twitter;Ganjar secara tegas tidak akan melakukan nepotisme dengan memberikan anaknya kemudahan dalam berbagai kompetisi.;ganjar-mahfud;positive
twitter;"Pendirian Ganjar Dalam Isu Nepotisme
Saat ini sedang ramai isu nepotisme dan politik dinasti, Capres Ganjar Pranowo pernah mengatakan pendiriannya dalam hal tersebut.";ganjar-mahfud;negative
twitter;"Karena sejatinya politik digerakkan oleh dedikasi bagi bangsa dan negara, berjuang untuk masyarakat, dan tidak memenuhi ambisi pribadi.
Maka dari itu Ganjar dan Mahfud merupakan contoh dari pasangan calon yang berpihak kepada kebenaran.";ganjar-mahfud;positive
twitter;Ganjar dan Mahfud merupakan pasangan yang visioner, bernyali, dan merupakan perpaduan antara percepatan daya unggul bangsa dan ketegasan dalam penegakan keadilan.;ganjar-mahfud;positive
twitter;"Bacapres PDI Perjuangan (PDIP) Ganjar Pranowo menyoroti kondisi politik saat ini setelah keluarnya putusan Majelis Kehormatan Mahkamah Konstitusi (MKMK) yang menyatakan Anwar Usman melanggar etik berat sehingga dicopot dari Ketua MK. 

Apa kata Ganjar? Tonton di video ini. #SuaraPenentu

| Narasi Daily";ganjar-mahfud;negative
twitter;Menurut Ganjar, nomor urut tiga sesuai dengan sila ketiga yang berbunyi ‘Persatuan Indonesia’ yang menjadi tujuan Ganjar untuk mencapai Indonesia Emas 2045.;ganjar-mahfud;positive
twitter;Pasangan calon Ganjar dan Mahfud merasa bersyukur karena diberikan nomor urut 3 dalam pengundian yang berlangsung di KPU.;ganjar-mahfud;positive
twitter;Setelah mengetahui nomor urut mereka adalah 3, Ganjar langsung mengangkat nomor tersebut tinggi-tinggi sambil menunjukkan salam metal tiga jari.;ganjar-mahfud;positive
twitter;Pasangan Calon Presiden Ganjar Pranowo dan Calon Wakil Presiden Mahfud MD mengekspresikan kegembiraan mereka dengan menunjukkan salam tiga jari atau metal setelah mendapat nomor urut 3 dalam proses pengundian untuk Pemilihan Presiden (Pilpres) 2024.;ganjar-mahfud;positive
twitter;Maka dari itu, Ganjar dan Mahfud akan meningkatkan anggaran untuk sektor kelautan dan mulai mengeksplorasi potensi-potensi yang mudah dijangkau dan dapat dimanfaatkan seperti mengembangkan budidaya rumput laut di berbagai daerah.;ganjar-mahfud;positive
twitter;"Ganjar Pranowo menyatakan keinginan untuk menyatukan semua pihak dalam sebuah proses politik yang membawa kegembiraan.
Namun, akhir-akhir ini menurutnya, kita dihadapkan pada drama politik yang kurang menggembirakan dan seharusnya dapat dihindari.";ganjar-mahfud;negative
twitter;Dalam Pemilu, Ganjar menyatakan keyakinannya bahwa nomor urut 3 mencerminkan persatuan seluruh masyarakat Indonesia.;ganjar-mahfud;positive
twitter;Calon Presiden Ganjar Pranowo menyatakan kegembiraannya atas pemberian nomor urut 3. Ia mengaitkan nomor tersebut dengan sila ketiga Pancasila.;ganjar-mahfud;positive
twitter;Maka dari itu, Ganjar dan Mahfud tidak hanya berupaya meningkatkan kualitas layanan kesehatan, tetapi juga merangsang pertumbuhan sektor kesehatan di era digital.;ganjar-mahfud;positive
twitter;"Upaya Digitalisasi Layanan Kesehatan Ganjar dan Mahfud MD
Salah satu langkah krusial dalam mencapai Misi 1 Gerak Cepat Ganjar-Mahfud adalah integrasi telemedicine ke dalam inisiatif kesehatan jiwa dan raga.";ganjar-mahfud;positive
twitter;"Tidak luput dari perhatian, diversifikasi pangan menjadi salah satu program yang akan diimplementasikan oleh Ganjar dan Mahfud.
Berfokus kepada persiapan tanaman pangan yang memiliki ketahanan terhadap berbagai  kondisi cuaca, terutama dalam menghadapi kekeringan.";ganjar-mahfud;negative
twitter;Kemudian, Ganjar dan Mahfud akan memastikan petani mendapatkan pasokan air yang memadai selama musim kemarau, sehingga kebutuhan konsumsi masyarakat tetap terpenuhi.;ganjar-mahfud;negative
twitter;Ganjar dan Mahfud juga berkomitmen untuk memastikan ketersediaan pupuk, pembangunan bendungan, dan pengembangan saluran irigasi untuk mendukung ketahanan pangan.;ganjar-mahfud;positive
twitter;Ganjar dan Mahfud berkomitmen untuk menyediakan layanan kesehatan yang efisien dan mudah diakses bagi semua lapisan masyarakat melalui digitalisasi pelayanan kesehatan..;ganjar-mahfud;positive
twitter;Pasangan Capres dan Cawapres Ganjar Pranowo – Mahfud MD memiliki visi untuk mengembangkan digitalisasi pelayanan kesehatan.;ganjar-mahfud;positive
twitter;Program Ganjar dan Mahfud dalam menghadapi perubahan iklim juga mencakup manajemen lahan gambut yang berkelanjutan.;ganjar-mahfud;negative
twitter;Salah satu upaya antisipatif terhadap masalah sumber daya air yang diakibatkan oleh perubahan iklim, Ganjar dan Mahfud telah mengadvokasi program yang mencakup pembangunan situ, embung, dan waduk.;ganjar-mahfud;negative
twitter;Pasangan Capres dan Cawapres Ganjar – Mahfud memiliki berbagai program untuk mengatasi dampak perubahan iklim.;ganjar-mahfud;neutral
twitter;"Program Ganjar dan Mahfud ini memiliki tujuan untuk menjadikan layanan kesehatan lebih inklusif dan mudah dijangkau oleh seluruh masyarakat.
Program ini juga berfokus pada wilayah terpencil dengan mengoptimalkan teknologi untuk memudahkan konsultasi dan perawatan medis.";ganjar-mahfud;positive
twitter;Pasangan Capres dan Cawapres Ganjar-Mahfud mengimplementasikan program Indonesia Unggul yang berfokus pada digitalisasi dalam sektor layanan kesehatan, termasuk penerapan telemedicine.;ganjar-mahfud;positive
twitter;Ganjar juga berharap industri kelautan dapat terbangun di Raja Ampat agar dapat menjadikan Indonesia sebagai poros maritim dunia sehingga kesejahteraan bagi masyarakat dapat terwujud.;ganjar-mahfud;positive
twitter;Sosok Ganjar yang dinilai dekat dengan masyarakat Papua diharapkan akan mampu mewujudkan keinginan masyarakat terkait dengan transportasi antar kampung, pendidikan, hingga kesejahteraan.;ganjar-mahfud;positive
twitter;Oleh karena itu, Ganjar berkomitmen untuk menambah berbagai fasilitas yang menunjang dalam membangun pariwisata dunia dan akan menyiapkan SDM unggul yang dapat mengelola berbagai potensi yang ada.;ganjar-mahfud;positive
twitter;Ganjar menegaskan bahwa Papua Barat Daya memiliki potensi besar, namun dibutuhkan tindakan khusus dan dukungan infrastruktur untuk mengoptimalkan keindahan dan keramahan tanah Papua.;ganjar-mahfud;positive
twitter;Melihat kondisi tersebut, Ganjar mengatakan pentingnya peningkatan akses transformasi untuk memaksimalkan potensi wisata.;ganjar-mahfud;positive
twitter;Ganjar mengunjungi destinasi wisata Piaynemo dan mengagumi pemandangan yang indah disana, sehingga hal itu yang menjadi motivasi Ganjar untuk membangun pariwisata.;ganjar-mahfud;positive
twitter;Calon Presiden Ganjar Pranowo mengunjungi Raja Ampat dan ia akan membangun pariwisata dengan melindungi budaya lokal jika terpilih pada Pilpres 2024.;ganjar-mahfud;positive
twitter;"Kepala Badan Intelijen Negara Daerah (Kabinda) Papua Barat, Brigjen TSP Silaban diisukan ikut menandatangani dokumen pakta integritas dukung Ganjar Pranowo.  
Menanggapi isu tersebut, Kepala Badan Intelijen Negara (BIN) Budi Gunawan buka suara soal pakta integritas tersebut. (ld)";ganjar-mahfud;negative
twitter;"Ia menegaskan bahwa Papua merupakan bagian integral dari Indonesia yang tak dapat dipisahkan.
Ganjar juga menekankan perlunya menjadikan Papua sebagai fokus utama dalam upaya pembangunan ke depan.";ganjar-mahfud;negative
twitter;Calon Presiden Ganjar Pranowo memberikan komitmen kuat untuk membawa Papua ke arah perubahan positif.;ganjar-mahfud;positive
twitter;Selain program hunian, Ganjar juga merencanakan program kampung sehat yang merupakan program perbaikan kampung kumuh di desa dan kota dengan menyediakan berbagai fasilitas yang layak.;ganjar-mahfud;negative
twitter;"Skema pembiayaannya juga akan dimudahkan dan pastinya terjangkau agar tidak memberatkan rakyat dan anggaran negara.
Ganjar dan Mahfud juda berkomitmen untuk meratakan pembangunan Rumah Kita di seluruh Indonesia, khususnya di daerah yang belum mendapat perhatian.";ganjar-mahfud;positive
twitter;"Dengan visi-misinya, Ganjar dan Mahfud telah berkomitmen untuk membangun 10 juta hunian untuk rakyat menengah ke bawah dan anak muda.
Program Rumah Kita dirancang untuk mencakup pembangunan hunian baru atau renovasi, seperti rumah sederhana, rusunami, dan rusunawa.";ganjar-mahfud;positive
twitter;Pasangan Capres Ganjar Pranowo dan Cawapres Mahfud MD memperkenalkan program Rumah Kita untuk mengatasi masalah ketimpangan sosial dan ekonomi.;ganjar-mahfud;positive
twitter;Lalu yang terakhir, Ganjar memprioritaskan program satu keluarga miskin satu sarjana dalam upaya menciptakan SDM unggul serta mengentaskan kemiskinan.;ganjar-mahfud;neutral
twitter;"Maka dari itu diperlukan partnership yang mesti diatur agar kemudian menjadi trigger supaya industri lokal juga bisa bertumbuh.
Selanjutnya, terdapat 3 poin industrialisasi yang akan dibangun Ganjar, yaitu :";ganjar-mahfud;negative
twitter;"Hal tersebut dikarenakan kontribusi PDB (Produk Domestik Bruto) kemaritiman hanya sebesar 7,6% pada tahun 2021.
Maka dari itu Ganjar dan Mahfud ingin memaksimalkan potensi ekonomi biru dengan mengakselerasi 11 potensi ekonomi maritim.";ganjar-mahfud;positive
twitter;Berdasarkan letak geografis, 77% wilayah Indonesia terdiri atas laut dan perairan. Namun, Ganjar mengemukakan kontribusi sektor maritim dalam perekonomian nasional masih belum optimal.;ganjar-mahfud;negative
twitter;Menurut Ganjar, hal pertama adalah diperlukan konektivitas infrastruktur transportasi baik darat seperti MRT (Mass Rapid Transit) atau LRT (Light Rail Transit) dan laut sehingga berdampak pada sektor logistik, investasi, dan pertumbuhan ekonomi.;ganjar-mahfud;positive
twitter;Pasangan Capres Ganjar Pranowo dan Cawapres Mahfud MD memaparkan gagasannya bagaimana upaya mendorong peningkatan ekonomi sebesar 7% melalui optimalisasi nilai tambah.;ganjar-mahfud;positive
twitter;Hal ini sejalan dengan komitmen Ganjar dan Mahfud yang mencanangkan program ‘Satu Keluarga Satu Sarjana’ untuk menciptakan sumber daya manusia yang unggul.;ganjar-mahfud;positive
twitter;Selain itu, dalam hal perkembangan digital, Ganjar dan Mahfud berkomitmen terhadap rintisan usaha digital, peningkatan skill tenaga kerja muda, dan percepatan pembangunan sistem digital nasional.;ganjar-mahfud;neutral
twitter;"Maka dari itu Ganjar dan Mahfud mengutamakan upscaling skill karena yang pertama harus dipersiapkan adalah meng-upgrade manusianya.
Peningkatan keterampilan SDM telah menjadi praktek di Jawa Tengah di bawah kepemimpinan Ganjar Pranowo.";ganjar-mahfud;positive
twitter;Ganjar dan Mahfud memiliki strategi yang efektif untuk mengatasi tantangan penyerapan tenaga kerja muda ke perusahaan.;ganjar-mahfud;neutral
twitter;Ganjar dan Mahfud menunjukkan tekad yang kuat dalam percepatan pembangunan sistem digital nasional, dengan fokus mengurangi resiko korupsi dan menjamin kepastian hukum.;ganjar-mahfud;negative
twitter;Dalam hal ini, pasangan Ganjar-Mahfud berkeinginan agar kemajuan sektor digital di masa depan dapat didukung oleh sumber daya manusia atau SDM unggul.;ganjar-mahfud;positive
twitter;Pasangan Capres Ganjar Pranowo dan Cawapres Mahfud MD memiliki tekad untuk mendukung inisiatif usaha digital.;ganjar-mahfud;positive
twitter;"Selain itu, infrastruktur pendidikan yang memadai juga menjadi perhatian Ganjar terhadap Papua, karena hal tersebut memegang peranan penting dalam memajukan kualitas dan efektivitas proses belajar mengajar.
Apa saja Infrastruktur Pendidikan yang dimaksud?";ganjar-mahfud;negative
twitter;Komitmen tersebut tercantum dalam program Ganjar-Mahfud yang dijelaskan dalam visi-misi mereka mengenai Kebijakan Fiskal dan Pembangunan Asimetris untuk Papua.;ganjar-mahfud;negative
twitter;Dalam urusan pengembangan energi baru dan terbarukan, Ganjar sudah berpengalaman di Jawa Tengah.;ganjar-mahfud;positive
twitter;"Misi atau Program mereka di bidang lingkungan terbagi menjadi tiga segmen, yaitu lingkungan hidup berkelanjutan, ekonomi hijau, dan ekonomi biru.
Dalam bidang lingkungan hidup bagian ekonomi hijau, Ganjar dan Mahfud telah mencanangkan empat program.";ganjar-mahfud;negative
twitter;Pasangan Capres Ganjar Pranowo dan Cawapres Mahfud MD memiliki 8 misi utama untuk membangun Indonesia, salah satunya berkaitan dengan isu lingkungan.;ganjar-mahfud;positive
instagram;Kenapa golput,,,? Ada yang lebih baik GANJAR Mahfud;ganjar-mahfud;neutral
instagram;Tapi Menkopolhukam Pak Mahfud MD  beliau menangani Hukum Politik dan Ham artinya bapak menilai kinerjanya pak Mahfud jelek gitu ? Tapi ini pak Mahfud calon capresnya bapak, kok aku bingung sama pendapat bapak jelekin calon wapres sendiri???;ganjar-mahfud;positive
instagram;Secara tidak langsung dia bilang Pak Mahfud yg jadi MenkoPolhukam tidak becus kah???;ganjar-mahfud;negative
instagram;Semangat pak Ganjar Pranowo pasti bisah membawa Indonesia jauh lebih baik;ganjar-mahfud;positive
instagram;selalu dukung kebenaran sih kalo saya mah, makanya dukung Pak Ganjar yang menegakkan kebenaran, yuk bang Aiman jangan takut untuk membela kebenaran;ganjar-mahfud;positive
instagram;Bupati di papua yang menyatakan siap all out ganjar piye pak aiman?;ganjar-mahfud;positive
instagram;di panggil pak Fadil aja mencle mencle lu, pj gubernur gmn yg menyuruh dukung ganjar trs ada tanda tangan kepala bin itu curang ngga ya? ??;ganjar-mahfud;positive
instagram;Udah ketahuan mana yang benar dan menolak 3 Periode,,,GASPOL GANJAR-MAHFUD;ganjar-mahfud;negative
instagram;Sederhana saja: nggak senang, nggak suka, nggak usah dipilih. Jika selama ini Jokowi gagal membangun Indonesia dan bakal diteruskan anaknya karena tidak mungkin jadi Presiden lagi, ya nggak usah dipilih. Tapi kalau dianggap berhasil dan keberhasilan ini mau diteruskan lewat anak, lalu masyarakat memilih, ya itu juga tidak bisa dihentikan. Tapi saya tetap Ganjar.;ganjar-mahfud;negative
instagram;Pasangan GANJAR-MAHFUD memang yang Terbaik ??????;ganjar-mahfud;positive
instagram;Siap menangkan GANJAR-MAHFUD ??????;ganjar-mahfud;positive
instagram;sehat sehat pak ganjar mahfud;ganjar-mahfud;positive
instagram;Mau nge rudal markas ganjar bukan min ?;ganjar-mahfud;positive
instagram;udah lintas benua aja nih, tuh kan emang terbukti kualitas dan rekam jejak ganjar-mahfud ga kaleng2;ganjar-mahfud;positive
instagram;percaya banget sama pak Ganjar Mahfud;ganjar-mahfud;positive
instagram;dukungan untuk Ganjar Mahfud tidak akan putus;ganjar-mahfud;positive
instagram;orang cerdas pilihnya pasti ganjar-mahfud, jelas2 kualitas visi misi nya paling oke apalagi dah kenyang sm pengalaman;ganjar-mahfud;positive
instagram;all in pak ganjar??;ganjar-mahfud;positive
instagram;semangat terus pak ganjar??;ganjar-mahfud;positive
instagram;Yok satukan suara untuk dukung Pak Ganjar Mahfud ??;ganjar-mahfud;positive
instagram;tetap all in Ganjar Pranowo dan Mahfud MD????;ganjar-mahfud;positive
instagram;pak ganjar dan pak mahfud memang luar biasa kalo soal kemasyarakatan????;ganjar-mahfud;neutral
instagram;tak kenal lelah untuk terus mendukung Ganjar Mahfud??;ganjar-mahfud;positive
instagram;Indonesia membutuhkan sosok pemimpin yang seperti ini, Ganjar Mahfud??;ganjar-mahfud;negative
instagram;apapun itu yang terjadi tetap pak ganjar yang saya pilih??;ganjar-mahfud;negative
instagram;Orang bijak dukungnya Pak Ganjar Mahfud ????;ganjar-mahfud;positive
instagram;pak ganjar memanh paling pas kalo soal perekonomian lohh????;ganjar-mahfud;positive
instagram;Ciptakan pemilu yang jujur dan adil bersama Pak Ganjar Mahfud ????;ganjar-mahfud;positive
instagram;apapun itu masalahnya tetap Ganjar Mahfud pilihannya??;ganjar-mahfud;negative
instagram;bahagia pol nomor 3, gaspol terus pak ganjar dan pak mahfud??;ganjar-mahfud;positive
instagram;Yok nunggu apa lagi ??, Yang pasti kinerjanya Ganjar Mahfud dong ??;ganjar-mahfud;negative
instagram;semakin yakin kalo pa Ganjar Mahfud bisa menang di pilpres 2024????;ganjar-mahfud;neutral
instagram;Bismillah gaakan salah milih kalo milihnya Ganjar Mahfud ????;ganjar-mahfud;negative
instagram;pak ganjar mahfud dpaet nomor 3?? gaspol terus inimah????;ganjar-mahfud;positive
instagram;Yang terbaik nomer tiga Ganjar mahfud;ganjar-mahfud;positive
instagram;Gassinnn dukung paslon nomer 3 ??, yang hebat dan mampu memecahkan masalah di Indonesia ya cuma Ganjar Mahfud ????;ganjar-mahfud;negative
instagram;Nama nya juga PDIP. Mana mau kalah. Mencari2 kesalahan orang aja. Mbah amin kok di diam kan aja. Kasus e KTP nya pak ganjar gmna??????;ganjar-mahfud;negative
instagram;Patut diapresiasi dengan terus memberikan dukungannya buat pak Ganjar demi mewujudkan semuanya;ganjar-mahfud;positive
instagram;Pak ganjar keren mendukung produk UMKM;ganjar-mahfud;positive
instagram;Wahhh, pak ganjar selalu mengapresiasi produk2 dan karya2 rakyat bangsa ??;ganjar-mahfud;positive
instagram;saya suka pak ganjar dengan cara kerja beliau;ganjar-mahfud;positive
instagram;calon pemimpin yg selalu peduli dengan UMKM, sukses terus pak ganjar ????????;ganjar-mahfud;positive
instagram;hidup sejahtera bersama Ganjar Mahfud;ganjar-mahfud;positive
instagram;program pak Ganjar Mahfud memang the best;ganjar-mahfud;positive
instagram;semoga program ini bener2 diimplementasikan dengan baik, seperti program tuku lemah oleh omah dulu waktu ganjar menjadi gubernur, karena itu sangat membantu rakyat kecil untuk punya hunian yg layak;ganjar-mahfud;negative
instagram;bismillah Ganjar Mahfud win 2024??;ganjar-mahfud;positive
instagram;Mahfud pilihan ku;ganjar-mahfud;negative
instagram;Jngan smpai ketinggalan ini, pak ganjar-mahfud yg terbaik untuk Indonesia;ganjar-mahfud;positive
instagram;pak ganjar keren bgt selalu bangun relasi lebih luas??;ganjar-mahfud;positive
instagram;pak ganjar siap gali ilmu dan pengalamannya pak jk??;ganjar-mahfud;positive
instagram;Ganjar Mahfud MD;ganjar-mahfud;positive
instagram;Reng medureh Mahfud kabbih ????;ganjar-mahfud;neutral
instagram;GANJAR-MAHFUD FOR INDONESIA????;ganjar-mahfud;positive
instagram;antusias yg luar biasaa, bukti banyak yg berharap ke prof mahfud untuk Indonesia.. semangatt prof;ganjar-mahfud;negative
instagram;semangat prof mahfud, ikama slalu support jenengan smoga prof mahfud dan pak ganjar yg jd pemimpinnya biar demokrasi kita pulih;ganjar-mahfud;positive
instagram;Prof mahfud baru jadi menpolhukam aja udh bisa nyita aset BLBI yg jumlahnya triliunan buat dikembalikan ke negara, apalagi nanti kalau udh jadi cawapres;ganjar-mahfud;negative
instagram;Pak mahfud mah emang cocok maju jadi cawapres, yang sebelah boro-boro cocok maju aja hasil dari mengakali konstitusi dan ordal di MK;ganjar-mahfud;negative
instagram;setuju sihh ama yg dikatakan mahfud md, pilih yg sesuai aspirasi, jangan yg mengakali konstitusi??;ganjar-mahfud;negative
instagram;Mereka barisan orang Tidak Baik. Pilih Ganjar;ganjar-mahfud;positive
instagram;Sya minta maaf Habib Lutfi, Habib, Guru ku saat ini untuk pemilihan 2024 tidak ikut panjenengan. mugi2 habib ridho akan pilihan saya. Untuk saat ini saya masih di awal buat Bpk. Ganjar dan Bpk. Mahfud sehat2 habib ??????;ganjar-mahfud;neutral
instagram;dari dulu yakin sama pak Ganjar sukses trus pak;ganjar-mahfud;positive
instagram;gua cm bisa berdoa agar tim TPN Ganjar bisa allout utk menangkan Pak Ganjar-Mahfud;ganjar-mahfud;negative
instagram;semangat utk tim tpn ganjar, semoga pemilu 2024 bisa berjalan lancar tanpa ada kecurangan;ganjar-mahfud;neutral
instagram;Para pengusaha dukung ganjar mahfud;ganjar-mahfud;positive
instagram;Maju terus pak Mahfud demi Indonesia baik;ganjar-mahfud;positive
instagram;Sehat selalu pak Mahfud;ganjar-mahfud;positive
instagram;Sehat selalu bapak Mahfud nggak salah calon presiden terbaik;ganjar-mahfud;positive
instagram;Terbaik memang pak Mahfud;ganjar-mahfud;positive
instagram;Sejahtera bersama Ganjarr Mahfud;ganjar-mahfud;positive
instagram;Kece banget pak Mahfud;ganjar-mahfud;positive
instagram;Sehat terus buat pak Mahfud ??;ganjar-mahfud;positive
instagram;Dua putaran koalisi Ganjar&Anis akan bersatu menentang Neo Orba;ganjar-mahfud;positive
instagram;Mantul pak Ganjar;ganjar-mahfud;positive
instagram;Sukses terus pak Ganjar hebat banget;ganjar-mahfud;positive
instagram;Karna JK di pinggirkan oleh Nasdem dan Gerindra ......masuk PDIP lbh bagus ...Ganjar presiden 2024;ganjar-mahfud;negative
instagram;Good pak Ganjar ??;ganjar-mahfud;positive
instagram;Semangat terus pak Ganjar;ganjar-mahfud;positive
instagram;Maju bersama Ganjar Mahfud;ganjar-mahfud;positive
instagram;Bismillah Ganjar Mahfud menang ????;ganjar-mahfud;positive
instagram;Mantap banget pak Ganjar;ganjar-mahfud;positive
instagram;Salam Metal salam Waras, yg baik hati tentu dgn hati dan itu Ganjar Mahfud????????????. Yess utk Indonesia yg lebih damai tidak ribut” dan Gaduh????????;ganjar-mahfud;positive
instagram;"Biarkan saja lagu Ganjar Ganjar dinyanyikan terus oleh Ganjar dan pendukungnya..
Nantikan akan dapat ganjaraaaannya????????????????????????????";ganjar-mahfud;positive
instagram;nomer 1 ya gasalah ovt sblm tidur ya pak, nomer 2 ya gasalah juga lbh baik wktu istirahat ya buat istirahat spy saat bangun tidur kerja otak maksimal ga malah ngantuk tidur di ruang rapat #ups , no 3 ya ga salah juga plg senior plg ada pengalaman bisa menanggapi pertanyaan dg baik . ingin menambah menanggapi , emg prof mahfud better ga ada teks, klo pake teks jd banyak blundernya klo ngomong??;ganjar-mahfud;negative
instagram;PILIHAN YG TERBAIK UNTUK BANGSA INI ADALAH GANJAR MAHFUD DIPILPRES 2024 NANTI ?????? ??????????????????????????????;ganjar-mahfud;positive
instagram;Ganjar terdepan, pilihan pemimpin yang cerdas yang punya wawasan Nusantara dan wawasan mancanegara #ganjarmahfud2024;ganjar-mahfud;positive
instagram;Bergerak menuju yg lebih baik bersama pak ganjar??;ganjar-mahfud;positive
instagram;dukung terus Ganjar-Mahfud nomor 3 ????;ganjar-mahfud;positive
instagram;Manteep teruskan pak Ganjar yg pecinta Made in lokal,bikin makin laris manis;ganjar-mahfud;positive
instagram;Pak Ganjar yg paling layak sih memimpin Indonesia . Semangat pak ??????;ganjar-mahfud;positive
instagram;maju terus pak ganjar semoga semakin unggul;ganjar-mahfud;positive
instagram;Menuju yg lebih baik bersama Ganjar Mahfud ??;ganjar-mahfud;positive
instagram;"semangat pak! saya dan teman"" lain di timika papua ada buat pak Ganjar untuk pilpres 2024..??";ganjar-mahfud;positive
instagram;Yang mengusulkan perampasan aset pak Mahfud, maju terus pak. #ganjarmahfudberintegritas #ganjarmahfudmenangtotal #ganjarmahfudsatset;ganjar-mahfud;negative
instagram;All in untuk Ganjar-Mahfud berintegritas. #ganjarmahfudgerakcepat;ganjar-mahfud;positive
instagram;Maju terus pak mahfud, berantas korupsi. #ganjarmahfudberintegritas;ganjar-mahfud;negative
instagram;Lawan pak Mahfud. Kami percaya anda.????;ganjar-mahfud;negative
instagram;Tugas kita memilih yg terbaik, Ganjar di Jawa Tengah selalu mendapatkan prestasi dari luar dan dalam negeri. #ganjarmahfud2024;ganjar-mahfud;positive
instagram;Mentri yg hanya gaungkan mslh Korupsi & Hukum hanya pak Mahfud ...meskipun tdk bs berbuat banyak karena mungkin byk kendala yg dihadapi tp paling tdk bersuara. ..sebab berbicara byk tentu byk tekanan dari internal;ganjar-mahfud;negative
instagram;Kami tetap pilih rambut putih Ganjar Pranowo dan Mahfud MD menang amiin;ganjar-mahfud;negative
instagram;Setuju bgt sih kalo pak Ganjar kasih nilai jelek ke pak jokowi. Karena penangan hukum dan ham menurun di era pak Jokowi, buktinya belakangan ini banyak pelanggaran hukum yg terjadi;ganjar-mahfud;negative
instagram;Setujuuuuu, sudah waktunya HAM di era Pak Ganjar jadi presiden ini di tegak kan;ganjar-mahfud;positive
instagram;Kan udah jelas pemimpin yang hebat tuh Ganjar;ganjar-mahfud;neutral
instagram;Ganjar mahfud lebih baik dari pada yang lain!!! #ganjarmahfud2024;ganjar-mahfud;negative
instagram;@mohmahfudmd pak ,kata pak ganjar ,kinerja bapak jeblok;ganjar-mahfud;negative
instagram;Perubahan yang sesungguhnya ada ditangan Ganjar Pranowo!!!;ganjar-mahfud;positive
instagram;GANJAR PRANOWO PILIHAN KU ??????;ganjar-mahfud;neutral
instagram;bismillah Ganjar Mahfud bisa jadi pemimpin Indonesia;ganjar-mahfud;positive
instagram;Yuk terus fokus untuk penyiapan kampanye pak Ganjar;ganjar-mahfud;positive
instagram;gas pol pak Ganjar kmi tau bapak yg terbaik yg selalu jujur;ganjar-mahfud;negative
instagram;Kalau pak ganjar sudah membela artinya aiman tidak salah;ganjar-mahfud;negative
instagram;Pak ganjar langsung turun untuk membela pak aiman;ganjar-mahfud;positive
instagram;jangan dengerin apa kata yg lain pak ganjar tetap sabar dan semangat??;ganjar-mahfud;positive
instagram;majuuuuu terus pak ganjar dan pak mahfud;ganjar-mahfud;positive
instagram;Jadi semakin yakin untuk terus mendukung pak Ganjar;ganjar-mahfud;positive
instagram;saya pilih Pak Mahfud...;ganjar-mahfud;negative
instagram;Pilpres 2024 terburuk, alat negara mulai dari MK sampai oknum aparat keamanan digunakan demi putra mahkota dan ambisi melanggengkan kekuasaan. Praktik kecurangan dan fitnah mulai dimainkan. Makin yakin pilih Ganjar-Mahfud Md;ganjar-mahfud;positive
instagram;Pak mahfud top;ganjar-mahfud;positive
instagram;Mantep pak Ganjar dan pak Mahfud;ganjar-mahfud;positive
instagram;Semangat yaa pak Mahfud;ganjar-mahfud;positive
instagram;Ga salah dukung Ganjarr Mahfud;ganjar-mahfud;neutral
instagram;Keren poll pak prof Mahfud;ganjar-mahfud;neutral
instagram;2024 bersama Ganjarr Mahfud;ganjar-mahfud;positive
instagram;Biasa..merah..segala cara di khalalkan....hti2 pk mahfud MD....;ganjar-mahfud;negative
instagram;Ganjar niat e mau serang jkw lh lupa jd kena cawapres e dewek;ganjar-mahfud;negative
instagram;all hail ganjar!;ganjar-mahfud;positive
instagram;Knp wacapres ny Ganjar d usung ya kl jeblok;ganjar-mahfud;negative
instagram;Pa ganjar ini penuh drama korea;ganjar-mahfud;negative
instagram;Top pak mahfud????;ganjar-mahfud;positive
instagram;Semoga kebenaran, keadilan, kejujuran yg akan menang. Bismillah Ganjar Mahfud M3nang 2024!;ganjar-mahfud;positive
instagram;Gaspoll pak Mahfud??????;ganjar-mahfud;neutral
instagram;Pak mahfud emang the best;ganjar-mahfud;positive
instagram;Ganjar-Mahfud adalah calon pemimpin negeri yang adil dan bisa mengayomi rakyat dengan hati yang tulus, saya siap mendukung Ganjar-Mahfud;ganjar-mahfud;positive
instagram;Pak mahfud memang joss;ganjar-mahfud;positive
instagram;Terbaik pak Mahfud, mantap????;ganjar-mahfud;positive
instagram;MAHFUD GANJARR,,ganjar mahfudd,,Gama jaya jaya jaya??;ganjar-mahfud;positive
instagram;semoga Indonesia makin maju lagi dalam segala bidang . semoga ganjar-mahfud senantiasa diberikan ksehatan yah;ganjar-mahfud;positive
instagram;Makin mantap pilih Ganjar-Mahfud ??;ganjar-mahfud;positive
instagram;Pak ganjar Mahfud merupakan sosok yang sangat cocok memimpin Indonesia;ganjar-mahfud;positive
instagram;Dukungan ku tetap pada pak Ganjar;ganjar-mahfud;positive
instagram;Pose 3 jari di manapun dan kapan pun untuk mendukung Pak Ganjar Mahfud ??;ganjar-mahfud;positive
instagram;Mantap rapat barisan moga-moga aja pak Ganjar Pranowo dan Mahfud MD menang amiin;ganjar-mahfud;positive
instagram;Terus berjuang bersama Ganjar ??;ganjar-mahfud;positive
